match_id,date,venue,actual_best_11,predicted_best_11,overlap_count
Kolkata Knight Riders_vs_Delhi Capitals_2024-04-03,2024-04-03,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","['SP Narine', 'RR Pant', 'VG Arora', 'A Raghuvanshi', 'T Stubbs', 'CV Varun', 'A Nortje', 'AD Russell', 'MA Starc', 'I Sharma', 'RK Singh']","['SP Narine', 'A Raghuvanshi', 'MA Starc', 'CV Varun', 'VG Arora', 'DA Warner', 'AD Russell', 'RR Pant', 'RK Singh', 'A Nortje', 'I Sharma']",10
Kolkata Knight Riders_vs_Gujarat Titans_2023-04-29,2023-04-29,"Eden Gardens, Kolkata","['Rahmanullah Gurbaz', 'V Shankar', 'Mohammed Shami', 'Shubman Gill', 'Noor Ahmad', 'J Little', 'AD Russell', 'DA Miller', 'HH Pandya', 'Harshit Rana', 'SP Narine']","['V Shankar', 'Shubman Gill', 'Noor Ahmad', 'Rahmanullah Gurbaz', 'J Little', 'Mohammed Shami', 'CV Varun', 'RK Singh', 'DA Miller', 'VR Iyer', 'HH Pandya']",8
Kolkata Knight Riders_vs_Lucknow Super Giants_2024-05-05,2024-05-05,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['SP Narine', 'Harshit Rana', 'CV Varun', 'Naveen-ul-Haq', 'AD Russell', 'MP Stoinis', 'PD Salt', 'Ramandeep Singh', 'A Raghuvanshi', 'SP Narine', 'KL Rahul']","['SP Narine', 'CV Varun', 'Harshit Rana', 'PD Salt', 'KL Rahul', 'MP Stoinis', 'AD Russell', 'Naveen-ul-Haq', 'Yudhvir Singh', 'SS Iyer', 'A Badoni']",8
Kolkata Knight Riders_vs_Mumbai Indians_2024-05-11,2024-05-11,"Eden Gardens, Kolkata","['JJ Bumrah', 'Harshit Rana', 'VR Iyer', 'CV Varun', 'Ishan Kishan', 'AD Russell', 'PP Chawla', 'Tilak Varma', 'N Rana', 'AD Russell', 'Naman Dhir']","['JJ Bumrah', 'PD Salt', 'CV Varun', 'PP Chawla', 'Harshit Rana', 'SP Narine', 'VR Iyer', 'Tilak Varma', 'MA Starc', 'N Rana', 'Ishan Kishan']",8
Kolkata Knight Riders_vs_Mumbai Indians_2023-04-16,2023-04-16,"Wankhede Stadium, Mumbai","['VR Iyer', 'Ishan Kishan', 'SA Yadav', 'Suyash Sharma', 'HR Shokeen', 'TH David', 'Tilak Varma', 'AD Russell', 'PP Chawla', 'C Green', 'RG Sharma']","['VR Iyer', 'AD Russell', 'Ishan Kishan', 'Tilak Varma', 'RK Singh', 'Suyash Sharma', 'RP Meredith', 'PP Chawla', 'TH David', 'RG Sharma', 'SA Yadav']",9
Kolkata Knight Riders_vs_Mumbai Indians_2024-05-03,2024-05-03,"Wankhede Stadium, Mumbai","['MA Starc', 'VR Iyer', 'JJ Bumrah', 'SA Yadav', 'N Thushara', 'HH Pandya', 'SP Narine', 'CV Varun', 'AD Russell', 'MK Pandey', 'PP Chawla']","['MA Starc', 'SA Yadav', 'VR Iyer', 'N Thushara', 'JJ Bumrah', 'HH Pandya', 'Tilak Varma', 'TH David', 'SS Iyer', 'CV Varun', 'G Coetzee']",7
Kolkata Knight Riders_vs_Mumbai Indians_2025-03-31,2025-03-31,"Wankhede Stadium, Mumbai","['Ashwani Kumar', 'RD Rickelton', 'DL Chahar', 'AD Russell', 'SA Yadav', 'A Raghuvanshi', 'MJ Santner', 'TA Boult', 'HH Pandya', 'Ramandeep Singh', 'MK Pandey']","['Ashwani Kumar', 'AD Russell', 'VR Iyer', 'SA Yadav', 'RD Rickelton', 'TA Boult', 'DL Chahar', 'HH Pandya', 'AM Rahane', 'V Puthur', 'RG Sharma']",7
Kolkata Knight Riders_vs_Punjab Kings_2024-04-26,2024-04-26,"Eden Gardens, Kolkata","['JM Bairstow', 'PD Salt', 'SP Narine', 'Shashank Singh', 'P Simran Singh', 'Arshdeep Singh', 'VR Iyer', 'HV Patel', 'SS Iyer', 'AD Russell', 'RR Rossouw']","['JM Bairstow', 'Shashank Singh', 'PD Salt', 'HV Patel', 'SP Narine', 'Arshdeep Singh', 'SS Iyer', 'RR Rossouw', 'RD Chahar', 'Harshit Rana', 'P Simran Singh']",9
Kolkata Knight Riders_vs_Rajasthan Royals_2023-05-11,2023-05-11,"Eden Gardens, Kolkata","['YBK Jaiswal', 'YS Chahal', 'VR Iyer', 'SV Samson', 'TA Boult', 'Sandeep Sharma', 'Rahmanullah Gurbaz', 'KM Asif', 'Harshit Rana', 'N Rana', 'RK Singh']","['YBK Jaiswal', 'JC Buttler', 'YS Chahal', 'JJ Roy', 'SV Samson', 'CV Varun', 'N Rana', 'RK Singh', 'Rahmanullah Gurbaz', 'TA Boult', 'VR Iyer']",8
Kolkata Knight Riders_vs_Rajasthan Royals_2024-04-16,2024-04-16,"Eden Gardens, Kolkata","['SP Narine', 'JC Buttler', 'SP Narine', 'CV Varun', 'Avesh Khan', 'R Parag', 'KR Sen', 'Harshit Rana', 'A Raghuvanshi', 'R Powell', 'RK Singh']","['JC Buttler', 'SP Narine', 'YS Chahal', 'SV Samson', 'PD Salt', 'KR Sen', 'Harshit Rana', 'VG Arora', 'Avesh Khan', 'R Parag', 'YBK Jaiswal']",6
Kolkata Knight Riders_vs_Royal Challengers Bangalore_2023-04-06,2023-04-06,"Eden Gardens, Kolkata","['CV Varun', 'SN Thakur', 'Suyash Sharma', 'Rahmanullah Gurbaz', 'DJ Willey', 'SP Narine', 'RK Singh', 'KV Sharma', 'F du Plessis', 'Mohammed Siraj', 'Akash Deep']","['Rahmanullah Gurbaz', 'Suyash Sharma', 'V Kohli', 'DJ Willey', 'CV Varun', 'RK Singh', 'N Rana', 'KV Sharma', 'SN Thakur', 'SN Thakur', 'MG Bracewell']",7
Kolkata Knight Riders_vs_Royal Challengers Bangalore_2023-04-26,2023-04-26,"M Chinnaswamy Stadium, Bengaluru","['JJ Roy', 'CV Varun', 'Suyash Sharma', 'V Kohli', 'N Rana', 'PWH de Silva', 'Vijaykumar Vyshak', 'AD Russell', 'MK Lomror', 'VR Iyer', 'N Jagadeesan']","['JJ Roy', 'N Rana', 'Mohammed Siraj', 'VR Iyer', 'F du Plessis', 'Suyash Sharma', 'V Kohli', 'CV Varun', 'GJ Maxwell', 'AD Russell', 'Vijaykumar Vyshak']",8
Kolkata Knight Riders_vs_Royal Challengers Bengaluru_2024-04-21,2024-04-21,"Eden Gardens, Kolkata","['WG Jacks', 'RM Patidar', 'AD Russell', 'SS Iyer', 'PD Salt', 'Harshit Rana', 'C Green', 'SP Narine', 'MA Starc', 'Yash Dayal', 'Ramandeep Singh']","['RM Patidar', 'PD Salt', 'WG Jacks', 'SP Narine', 'V Kohli', 'Harshit Rana', 'KD Karthik', 'C Green', 'CV Varun', 'Yash Dayal', 'MA Starc']",8
Kolkata Knight Riders_vs_Royal Challengers Bengaluru_2025-03-22,2025-03-22,"Eden Gardens, Kolkata","['AM Rahane', 'V Kohli', 'PD Salt', 'KH Pandya', 'SP Narine', 'JR Hazlewood', 'RM Patidar', 'A Raghuvanshi', 'SP Narine', 'Yash Dayal', 'LS Livingstone']","['RM Patidar', 'V Kohli', 'JR Hazlewood', 'PD Salt', 'AM Rahane', 'CV Varun', 'Harshit Rana', 'Yash Dayal', 'SP Narine', 'VR Iyer', 'KH Pandya']",8
Kolkata Knight Riders_vs_Sunrisers Hyderabad_2024-03-23,2024-03-23,"Eden Gardens, Kolkata","['AD Russell', 'H Klaasen', 'T Natarajan', 'Harshit Rana', 'PD Salt', 'Ramandeep Singh', 'M Markande', 'AD Russell', 'Abhishek Sharma', 'MA Agarwal', 'SP Narine']","['H Klaasen', 'RK Singh', 'PD Salt', 'M Markande', 'T Natarajan', 'CV Varun', 'Harshit Rana', 'MA Agarwal', 'M Jansen', 'AK Markram', 'N Rana']",6
Kolkata Knight Riders_vs_Sunrisers Hyderabad_2025-04-03,2025-04-03,"Eden Gardens, Kolkata","['VR Iyer', 'CV Varun', 'VG Arora', 'A Raghuvanshi', 'AD Russell', 'HV Patel', 'AM Rahane', 'RK Singh', 'H Klaasen', 'PHKD Mendis', 'Harshit Rana']","['AM Rahane', 'AD Russell', 'Zeeshan Ansari', 'CV Varun', 'VR Iyer', 'HV Patel', 'PHKD Mendis', 'VG Arora', 'H Klaasen', 'PHKD Mendis', 'A Raghuvanshi']",9
Kolkata Knight Riders_vs_Sunrisers Hyderabad_2023-05-04,2023-05-04,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['T Natarajan', 'VG Arora', 'M Jansen', 'N Rana', 'SN Thakur', 'RK Singh', 'H Klaasen', 'AK Markram', 'AD Russell', 'RA Tripathi', 'Harshit Rana']","['SN Thakur', 'RK Singh', 'T Natarajan', 'H Klaasen', 'VG Arora', 'JJ Roy', 'MA Agarwal', 'B Kumar', 'Abhishek Sharma', 'Abdul Samad', 'N Rana']",6
Lucknow Super Giants_vs_Chennai Super Kings_2023-05-03,2023-05-03,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['A Badoni', 'M Pathirana', 'MM Ali', 'M Theekshana', 'RA Jadeja', 'N Pooran', 'KR Mayers', 'M Vohra', 'KS Sharma', 'MP Stoinis', 'TU Deshpande']","['M Theekshana', 'M Pathirana', 'RA Jadeja', 'MP Stoinis', 'A Badoni', 'KR Mayers', 'MM Ali', 'N Pooran', 'KH Pandya', 'K Gowtham', 'M Vohra']",9
Lucknow Super Giants_vs_Chennai Super Kings_2025-04-14,2025-04-14,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['RR Pant', 'M Pathirana', 'Ravi Bishnoi', 'RA Jadeja', 'S Dube', 'R Ravindra', 'MS Dhoni', 'MR Marsh', 'SK Rasheed', 'DS Rathi', 'A Kamboj']","['AK Markram', 'M Pathirana', 'KK Ahmed', 'MR Marsh', 'N Pooran', 'A Badoni', 'SK Rasheed', 'S Dube', 'DS Rathi', 'MS Dhoni', 'RA Jadeja']",7
Lucknow Super Giants_vs_Delhi Capitals_2023-04-01,2023-04-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['MA Wood', 'KR Mayers', 'DA Warner', 'Ravi Bishnoi', 'KK Ahmed', 'Avesh Khan', 'N Pooran', 'C Sakariya', 'RR Rossouw', 'A Badoni', 'Kuldeep Yadav']","['MA Wood', 'KR Mayers', 'C Sakariya', 'KL Rahul', 'Kuldeep Yadav', 'KK Ahmed', 'Ravi Bishnoi', 'MR Marsh', 'DA Warner', 'MP Stoinis', 'K Gowtham']",7
Lucknow Super Giants_vs_Delhi Capitals_2024-04-12,2024-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['Kuldeep Yadav', 'J Fraser-McGurk', 'A Badoni', 'RR Pant', 'Ravi Bishnoi', 'KL Rahul', 'KK Ahmed', 'PP Shaw', 'Naveen-ul-Haq', 'I Sharma', 'Yash Thakur']","['J Fraser-McGurk', 'Yash Thakur', 'Kuldeep Yadav', 'KL Rahul', 'KK Ahmed', 'RR Pant', 'Q de Kock', 'PP Shaw', 'MP Stoinis', 'DA Warner', 'N Pooran']",7
Lucknow Super Giants_vs_Delhi Capitals_2025-03-24,2025-03-24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","['N Pooran', 'MR Marsh', 'Ashutosh Sharma', 'Kuldeep Yadav', 'MA Starc', 'V Nigam', 'DS Rathi', 'SN Thakur', 'M Siddharth', 'Ravi Bishnoi', 'T Stubbs']","['N Pooran', 'MA Starc', 'Kuldeep Yadav', 'Ashutosh Sharma', 'V Nigam', 'Mukesh Kumar', 'DS Rathi', 'M Siddharth', 'Ravi Bishnoi', 'SN Thakur', 'DA Miller']",9
Lucknow Super Giants_vs_Gujarat Titans_2024-04-07,2024-04-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['Yash Thakur', 'KH Pandya', 'MP Stoinis', 'UT Yadav', 'DG Nalkande', 'N Pooran', 'R Tewatia', 'KL Rahul', 'B Sai Sudharsan', 'Ravi Bishnoi', 'Rashid Khan']","['Yash Thakur', 'MM Sharma', 'UT Yadav', 'MP Yadav', 'B Sai Sudharsan', 'DG Nalkande', 'Naveen-ul-Haq', 'Shubman Gill', 'Q de Kock', 'MP Stoinis', 'KL Rahul']",6
Lucknow Super Giants_vs_Kolkata Knight Riders_2023-05-20,2023-05-20,"Eden Gardens, Kolkata","['RK Singh', 'N Pooran', 'Yash Thakur', 'JJ Roy', 'Ravi Bishnoi', 'VG Arora', 'SP Narine', 'SN Thakur', 'VR Iyer', 'PN Mankad', 'Q de Kock']","['N Pooran', 'RK Singh', 'A Badoni', 'CV Varun', 'N Rana', 'Yash Thakur', 'PN Mankad', 'JJ Roy', 'VR Iyer', 'Harshit Rana', 'VG Arora']",7
Lucknow Super Giants_vs_Kolkata Knight Riders_2024-04-14,2024-04-14,"Eden Gardens, Kolkata","['PD Salt', 'MA Starc', 'N Pooran', 'Mohsin Khan', 'KL Rahul', 'SS Iyer', 'A Badoni', 'SP Narine', 'CV Varun', 'AD Russell', 'VG Arora']","['N Pooran', 'PD Salt', 'KL Rahul', 'Yash Thakur', 'VG Arora', 'SP Narine', 'A Badoni', 'Harshit Rana', 'A Raghuvanshi', 'CV Varun', 'SS Iyer']",8
Lucknow Super Giants_vs_Kolkata Knight Riders_2025-04-08,2025-04-08,"Eden Gardens, Kolkata","['N Pooran', 'MR Marsh', 'AM Rahane', 'AK Markram', 'RK Singh', 'VR Iyer', 'SN Thakur', 'Harshit Rana', 'Akash Deep', 'SP Narine', 'DS Rathi']","['MR Marsh', 'N Pooran', 'AM Rahane', 'RK Singh', 'SN Thakur', 'AK Markram', 'AD Russell', 'Avesh Khan', 'VR Iyer', 'VG Arora', 'CV Varun']",7
Lucknow Super Giants_vs_Mumbai Indians_2023-05-16,2023-05-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['MP Stoinis', 'Ishan Kishan', 'KH Pandya', 'Ravi Bishnoi', 'Yash Thakur', 'JP Behrendorff', 'RG Sharma', 'TH David', 'PP Chawla', 'Mohsin Khan', 'C Green']","['Ishan Kishan', 'SA Yadav', 'Q de Kock', 'JP Behrendorff', 'N Wadhera', 'Yash Thakur', 'MP Stoinis', 'Naveen-ul-Haq', 'Ravi Bishnoi', 'TH David', 'Mohsin Khan']",7
Lucknow Super Giants_vs_Mumbai Indians_2025-04-04,2025-04-04,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['HH Pandya', 'SA Yadav', 'MR Marsh', 'AK Markram', 'Naman Dhir', 'SN Thakur', 'HH Pandya', 'A Badoni', 'DA Miller', 'DS Rathi', 'Tilak Varma']","['HH Pandya', 'Naman Dhir', 'SA Yadav', 'SN Thakur', 'N Pooran', 'DS Rathi', 'MR Marsh', 'AK Markram', 'Avesh Khan', 'A Badoni', 'V Puthur']",8
Lucknow Super Giants_vs_Mumbai Indians_2024-05-17,2024-05-17,"Wankhede Stadium, Mumbai","['N Pooran', 'RG Sharma', 'Naman Dhir', 'N Thushara', 'PP Chawla', 'KL Rahul', 'Ravi Bishnoi', 'Naveen-ul-Haq', 'A Badoni', 'MP Stoinis', 'KH Pandya']","['N Thushara', 'SA Yadav', 'Naveen-ul-Haq', 'PP Chawla', 'HH Pandya', 'KL Rahul', 'N Pooran', 'DJ Hooda', 'RG Sharma', 'A Badoni', 'Ishan Kishan']",7
Lucknow Super Giants_vs_Punjab Kings_2023-04-15,2023-04-15,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['KL Rahul', 'SM Curran', 'Sikandar Raza', 'Yudhvir Singh', 'Ravi Bishnoi', 'MA Wood', 'K Rabada', 'MW Short', 'KR Mayers', 'M Shahrukh Khan', 'Harpreet Brar']","['MA Wood', 'SM Curran', 'Yudhvir Singh', 'Sikandar Raza', 'Arshdeep Singh', 'MW Short', 'K Rabada', 'KL Rahul', 'KR Mayers', 'Ravi Bishnoi', 'MP Stoinis']",9
Lucknow Super Giants_vs_Punjab Kings_2024-03-30,2024-03-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['S Dhawan', 'MP Yadav', 'SM Curran', 'Q de Kock', 'N Pooran', 'KH Pandya', 'JM Bairstow', 'Mohsin Khan', 'Arshdeep Singh', 'LS Livingstone', 'P Simran Singh']","['MP Yadav', 'S Dhawan', 'SM Curran', 'LS Livingstone', 'JM Bairstow', 'HV Patel', 'Arshdeep Singh', 'MP Stoinis', 'KL Rahul', 'K Rabada', 'P Simran Singh']",7
Lucknow Super Giants_vs_Punjab Kings_2025-04-01,2025-04-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['P Simran Singh', 'SS Iyer', 'Arshdeep Singh', 'N Wadhera', 'N Pooran', 'DS Rathi', 'A Badoni', 'Abdul Samad', 'AK Markram', 'M Jansen', 'LH Ferguson']","['SS Iyer', 'Arshdeep Singh', 'P Simran Singh', 'DS Rathi', 'N Pooran', 'GJ Maxwell', 'N Wadhera', 'SN Thakur', 'LH Ferguson', 'Avesh Khan', 'Ravi Bishnoi']",7
Lucknow Super Giants_vs_Punjab Kings_2023-04-28,2023-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh","['Yash Thakur', 'MP Stoinis', 'Atharva Taide', 'KR Mayers', 'Naveen-ul-Haq', 'N Pooran', 'A Badoni', 'K Rabada', 'Ravi Bishnoi', 'Sikandar Raza', 'JM Sharma']","['MP Stoinis', 'Yash Thakur', 'Naveen-ul-Haq', 'KR Mayers', 'Ravi Bishnoi', 'N Pooran', 'A Badoni', 'Arshdeep Singh', 'JM Sharma', 'MP Stoinis', 'K Rabada']",9
Lucknow Super Giants_vs_Rajasthan Royals_2024-04-27,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['SV Samson', 'KL Rahul', 'Dhruv Jurel', 'DJ Hooda', 'Sandeep Sharma', 'JC Buttler', 'YBK Jaiswal', 'TA Boult', 'R Ashwin', 'MP Stoinis', 'Avesh Khan']","['SV Samson', 'KL Rahul', 'JC Buttler', 'Sandeep Sharma', 'Dhruv Jurel', 'YBK Jaiswal', 'MP Stoinis', 'A Mishra', 'A Badoni', 'R Parag', 'Avesh Khan']",8
Lucknow Super Giants_vs_Rajasthan Royals_2023-04-19,2023-04-19,"Sawai Mansingh Stadium, Jaipur","['Avesh Khan', 'Sandeep Sharma', 'KR Mayers', 'R Ashwin', 'YBK Jaiswal', 'MP Stoinis', 'KL Rahul', 'JC Buttler', 'N Pooran', 'TA Boult', 'Ravi Bishnoi']","['KL Rahul', 'MP Stoinis', 'N Pooran', 'KR Mayers', 'JC Buttler', 'YS Chahal', 'Sandeep Sharma', 'YBK Jaiswal', 'SV Samson', 'Avesh Khan', 'Ravi Bishnoi']",9
Lucknow Super Giants_vs_Royal Challengers Bengaluru_2024-04-02,2024-04-02,"M Chinnaswamy Stadium, Bengaluru","['MP Yadav', 'Q de Kock', 'N Pooran', 'GJ Maxwell', 'Naveen-ul-Haq', 'Yash Thakur', 'MK Lomror', 'RM Patidar', 'MP Stoinis', 'Yash Dayal', 'V Kohli']","['MP Yadav', 'Q de Kock', 'V Kohli', 'N Pooran', 'Yash Thakur', 'Naveen-ul-Haq', 'MP Stoinis', 'GJ Maxwell', 'Mohammed Siraj', 'KL Rahul', 'F du Plessis']",8
Lucknow Super Giants_vs_Sunrisers Hyderabad_2024-05-08,2024-05-08,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['TM Head', 'Abhishek Sharma', 'A Badoni', 'N Pooran', 'B Kumar', 'KL Rahul', 'KH Pandya', 'T Natarajan', 'PJ Cummins', 'Shahbaz Ahmed', 'V Viyaskanth']","['TM Head', 'N Pooran', 'MP Stoinis', 'A Badoni', 'Abhishek Sharma', 'KL Rahul', 'B Kumar', 'T Natarajan', 'PJ Cummins', 'JD Unadkat', 'KH Pandya']",9
Mumbai Indians_vs_Chennai Super Kings_2023-05-06,2023-05-06,"MA Chidambaram Stadium, Chepauk, Chennai","['M Pathirana', 'N Wadhera', 'TU Deshpande', 'PP Chawla', 'DL Chahar', 'DP Conway', 'RD Gaikwad', 'S Dube', 'SA Yadav', 'T Stubbs', 'RA Jadeja']","['DP Conway', 'Akash Madhwal', 'SA Yadav', 'PP Chawla', 'S Dube', 'TU Deshpande', 'N Wadhera', 'M Pathirana', 'RD Gaikwad', 'C Green', 'AM Rahane']",8
Mumbai Indians_vs_Chennai Super Kings_2025-03-23,2025-03-23,"MA Chidambaram Stadium, Chepauk, Chennai","['Noor Ahmad', 'R Ravindra', 'RD Gaikwad', 'V Puthur', 'KK Ahmed', 'DL Chahar', 'Tilak Varma', 'Naman Dhir', 'SA Yadav', 'WG Jacks', 'R Ashwin']","['V Puthur', 'SA Yadav', 'Noor Ahmad', 'RD Gaikwad', 'R Ravindra', 'KK Ahmed', 'RA Tripathi', 'Tilak Varma', 'TA Boult', 'Naman Dhir', 'NT Ellis']",8
Mumbai Indians_vs_Chennai Super Kings_2023-04-08,2023-04-08,"Wankhede Stadium, Mumbai","['AM Rahane', 'RA Jadeja', 'MJ Santner', 'TU Deshpande', 'RD Gaikwad', 'Ishan Kishan', 'TH David', 'S Dube', 'RG Sharma', 'K Kartikeya', 'JP Behrendorff']","['RD Gaikwad', 'TH David', 'Tilak Varma', 'SSB Magala', 'SA Yadav', 'Ishan Kishan', 'AM Rahane', 'RA Jadeja', 'K Kartikeya', 'RG Sharma', 'TU Deshpande']",8
Mumbai Indians_vs_Delhi Capitals_2025-04-13,2025-04-13,"Arun Jaitley Stadium, Delhi","['KK Nair', 'JJ Bumrah', 'Tilak Varma', 'KV Sharma', 'Kuldeep Yadav', 'Naman Dhir', 'RD Rickelton', 'SA Yadav', 'MJ Santner', 'V Nigam', 'Abishek Porel']","['Tilak Varma', 'JJ Bumrah', 'Naman Dhir', 'KK Nair', 'RD Rickelton', 'KV Sharma', 'Kuldeep Yadav', 'MJ Santner', 'V Nigam', 'Abishek Porel', 'SA Yadav']",11
Mumbai Indians_vs_Delhi Capitals_2024-04-07,2024-04-07,"Wankhede Stadium, Mumbai","['G Coetzee', 'T Stubbs', 'PP Shaw', 'RG Sharma', 'TH David', 'R Shepherd', 'JJ Bumrah', 'Ishan Kishan', 'AR Patel', 'Abishek Porel', 'A Nortje']","['Akash Madhwal', 'A Nortje', 'JJ Bumrah', 'PP Shaw', 'G Coetzee', 'SA Yadav', 'Abishek Porel', 'Tilak Varma', 'HH Pandya', 'TH David', 'RR Pant']",6
Mumbai Indians_vs_Gujarat Titans_2023-05-12,2023-05-12,"Wankhede Stadium, Mumbai","['SA Yadav', 'Rashid Khan', 'Rashid Khan', 'Akash Madhwal', 'DA Miller', 'PP Chawla', 'K Kartikeya', 'V Shankar', 'Ishan Kishan', 'Vishnu Vinod', 'RG Sharma']","['SA Yadav', 'Rashid Khan', 'WP Saha', 'Rashid Khan', 'JP Behrendorff', 'Mohammed Shami', 'PP Chawla', 'Ishan Kishan', 'HH Pandya', 'DA Miller', 'Vishnu Vinod']",6
Mumbai Indians_vs_Lucknow Super Giants_2024-04-30,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['MP Stoinis', 'HH Pandya', 'Naveen-ul-Haq', 'N Wadhera', 'Mohsin Khan', 'TH David', 'Ishan Kishan', 'KL Rahul', 'MP Stoinis', 'Ravi Bishnoi', 'N Thushara']","['HH Pandya', 'KL Rahul', 'MP Stoinis', 'MP Yadav', 'TH David', 'N Wadhera', 'A Badoni', 'Ishan Kishan', 'Tilak Varma', 'SA Yadav', 'HH Pandya']",6
Mumbai Indians_vs_Lucknow Super Giants_2023-05-24,2023-05-24,"MA Chidambaram Stadium, Chepauk, Chennai","['Akash Madhwal', 'Naveen-ul-Haq', 'Yash Thakur', 'C Green', 'PP Chawla', 'MP Stoinis', 'SA Yadav', 'N Wadhera', 'CJ Jordan', 'C Green', 'Tilak Varma']","['Naveen-ul-Haq', 'Akash Madhwal', 'MP Stoinis', 'SA Yadav', 'N Wadhera', 'PP Chawla', 'Yash Thakur', 'RG Sharma', 'C Green', 'N Pooran', 'Ishan Kishan']",8
Mumbai Indians_vs_Punjab Kings_2024-04-18,2024-04-18,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['HV Patel', 'SA Yadav', 'Ashutosh Sharma', 'JJ Bumrah', 'G Coetzee', 'Shashank Singh', 'Akash Madhwal', 'SM Curran', 'Tilak Varma', 'RG Sharma', 'HH Pandya']","['SA Yadav', 'HV Patel', 'JJ Bumrah', 'G Coetzee', 'RG Sharma', 'Ashutosh Sharma', 'SM Curran', 'Akash Madhwal', 'Shashank Singh', 'Tilak Varma', 'Arshdeep Singh']",10
Mumbai Indians_vs_Rajasthan Royals_2024-04-22,2024-04-22,"Sawai Mansingh Stadium, Jaipur","['YBK Jaiswal', 'Sandeep Sharma', 'Tilak Varma', 'N Wadhera', 'TA Boult', 'SV Samson', 'JC Buttler', 'Mohammad Nabi', 'PP Chawla', 'Avesh Khan', 'YS Chahal']","['Tilak Varma', 'JC Buttler', 'SV Samson', 'YBK Jaiswal', 'N Wadhera', 'YS Chahal', 'Avesh Khan', 'Sandeep Sharma', 'HH Pandya', 'Mohammad Nabi', 'PP Chawla']",10
Mumbai Indians_vs_Rajasthan Royals_2024-04-01,2024-04-01,"Wankhede Stadium, Mumbai","['YS Chahal', 'Akash Madhwal', 'TA Boult', 'R Parag', 'N Burger', 'HH Pandya', 'Tilak Varma', 'Avesh Khan', 'KT Maphaka', 'Ishan Kishan', 'R Ashwin']","['Akash Madhwal', 'N Burger', 'TA Boult', 'JJ Bumrah', 'Tilak Varma', 'R Parag', 'YS Chahal', 'YBK Jaiswal', 'HH Pandya', 'SV Samson', 'PP Chawla']",7
Mumbai Indians_vs_Royal Challengers Bangalore_2023-04-02,2023-04-02,"M Chinnaswamy Stadium, Bengaluru","['Tilak Varma', 'V Kohli', 'F du Plessis', 'KV Sharma', 'Mohammed Siraj', 'N Wadhera', 'RJW Topley', 'MG Bracewell', 'Arshad Khan', 'HV Patel', 'Akash Deep']","['Tilak Varma', 'V Kohli', 'HV Patel', 'TH David', 'F du Plessis', 'GJ Maxwell', 'GJ Maxwell', 'Arshad Khan', 'N Wadhera', 'RJW Topley', 'C Green']",7
Mumbai Indians_vs_Sunrisers Hyderabad_2023-04-18,2023-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['C Green', 'JP Behrendorff', 'Arjun Tendulkar', 'RP Meredith', 'MA Agarwal', 'Tilak Varma', 'H Klaasen', 'PP Chawla', 'M Jansen', 'T Natarajan', 'Ishan Kishan']","['Tilak Varma', 'JP Behrendorff', 'Arjun Tendulkar', 'Ishan Kishan', 'RP Meredith', 'C Green', 'PP Chawla', 'MA Agarwal', 'RG Sharma', 'AK Markram', 'RA Tripathi']",8
Punjab Kings_vs_Chennai Super Kings_2025-04-08,2025-04-08,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['Priyansh Arya', 'DP Conway', 'LH Ferguson', 'Shashank Singh', 'S Dube', 'M Jansen', 'KK Ahmed', 'R Ashwin', 'R Ravindra', 'MS Dhoni', 'GJ Maxwell']","['DP Conway', 'LH Ferguson', 'KK Ahmed', 'Noor Ahmad', 'Priyansh Arya', 'R Ashwin', 'S Dube', 'Arshdeep Singh', 'R Ravindra', 'N Wadhera', 'MS Dhoni']",8
