match_id,date,venue,actual_best_11,predicted_best_11,overlap_count
Kolkata Knight Riders_vs_Delhi Capitals_2024-04-03,2024-04-03,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","['SP Narine', 'RR Pant', 'A Raghuvanshi', 'T Stubbs', 'AD Russell', 'RK Singh', 'SS Iyer', 'DA Warner', 'PD Salt', 'PP Shaw', 'Sumit Kumar']","['SP Narine', 'A Raghuvanshi', 'DA Warner', 'AD Russell', 'RR Pant', 'RK Singh', 'PP Shaw', 'T Stubbs', 'SS Iyer', 'PD Salt', 'MR Marsh']",10
Kolkata Knight Riders_vs_Gujarat Titans_2023-04-29,2023-04-29,"Eden Gardens, Kolkata","['Rahmanullah Gurbaz', 'V Shankar', 'Shubman Gill', 'AD Russell', 'DA Miller', 'HH Pandya', 'N Jagadeesan', 'RK Singh', 'D Wiese', 'VR Iyer', 'WP Saha']","['V Shankar', 'Shubman Gill', 'Rahmanullah Gurbaz', 'RK Singh', 'DA Miller', 'VR Iyer', 'HH Pandya', 'SN Thakur', 'AD Russell', 'N Rana', 'N Jagadeesan']",9
Kolkata Knight Riders_vs_Lucknow Super Giants_2024-05-05,2024-05-05,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['SP Narine', 'MP Stoinis', 'PD Salt', 'Ramandeep Singh', 'A Raghuvanshi', 'KL Rahul', 'SS Iyer', 'AJ Turner', 'RK Singh', 'A Badoni', 'AD Russell']","['SP Narine', 'PD Salt', 'KL Rahul', 'MP Stoinis', 'SS Iyer', 'A Badoni', 'Ramandeep Singh', 'A Raghuvanshi', 'N Pooran', 'DJ Hooda', 'AD Russell']",9
Kolkata Knight Riders_vs_Mumbai Indians_2024-05-11,2024-05-11,"Eden Gardens, Kolkata","['VR Iyer', 'Ishan Kishan', 'Tilak Varma', 'N Rana', 'AD Russell', 'Naman Dhir', 'RK Singh', 'Ramandeep Singh', 'RG Sharma', 'SA Yadav', 'SS Iyer']","['PD Salt', 'SP Narine', 'VR Iyer', 'Tilak Varma', 'N Rana', 'Ishan Kishan', 'AD Russell', 'SS Iyer', 'SA Yadav', 'Ramandeep Singh', 'RK Singh']",9
Kolkata Knight Riders_vs_Mumbai Indians_2023-04-16,2023-04-16,"Wankhede Stadium, Mumbai","['VR Iyer', 'Ishan Kishan', 'SA Yadav', 'TH David', 'Tilak Varma', 'AD Russell', 'RG Sharma', 'RK Singh', 'SN Thakur', 'Rahmanullah Gurbaz', 'N Wadhera']","['VR Iyer', 'Ishan Kishan', 'Tilak Varma', 'RK Singh', 'TH David', 'RG Sharma', 'SA Yadav', 'N Rana', 'N Jagadeesan', 'N Wadhera', 'AD Russell']",9
Kolkata Knight Riders_vs_Mumbai Indians_2024-05-03,2024-05-03,"Wankhede Stadium, Mumbai","['VR Iyer', 'SA Yadav', 'MK Pandey', 'TH David', 'A Raghuvanshi', 'Ishan Kishan', 'Naman Dhir', 'RG Sharma', 'AD Russell', 'RK Singh', 'SP Narine']","['SA Yadav', 'VR Iyer', 'Tilak Varma', 'TH David', 'SS Iyer', 'AD Russell', 'HH Pandya', 'RK Singh', 'N Wadhera', 'A Raghuvanshi', 'Ishan Kishan']",7
Kolkata Knight Riders_vs_Mumbai Indians_2025-03-31,2025-03-31,"Wankhede Stadium, Mumbai","['RD Rickelton', 'SA Yadav', 'A Raghuvanshi', 'Ramandeep Singh', 'MK Pandey', 'RK Singh', 'AM Rahane', 'WG Jacks', 'RG Sharma', 'AD Russell', 'Harshit Rana']","['VR Iyer', 'SA Yadav', 'RD Rickelton', 'AM Rahane', 'RG Sharma', 'A Raghuvanshi', 'WG Jacks', 'RK Singh', 'Ramandeep Singh', 'Q de Kock', 'MK Pandey']",9
Kolkata Knight Riders_vs_Punjab Kings_2024-04-26,2024-04-26,"Eden Gardens, Kolkata","['JM Bairstow', 'PD Salt', 'SP Narine', 'Shashank Singh', 'P Simran Singh', 'VR Iyer', 'SS Iyer', 'AD Russell', 'RR Rossouw', 'Ramandeep Singh', 'RK Singh']","['JM Bairstow', 'Shashank Singh', 'PD Salt', 'SP Narine', 'SS Iyer', 'RR Rossouw', 'P Simran Singh', 'RK Singh', 'AD Russell', 'VR Iyer', 'Ramandeep Singh']",11
Kolkata Knight Riders_vs_Rajasthan Royals_2023-05-11,2023-05-11,"Eden Gardens, Kolkata","['YBK Jaiswal', 'VR Iyer', 'SV Samson', 'Rahmanullah Gurbaz', 'N Rana', 'RK Singh', 'AD Russell', 'JJ Roy', 'AS Roy', 'SP Narine', 'SN Thakur']","['YBK Jaiswal', 'JC Buttler', 'JJ Roy', 'SV Samson', 'N Rana', 'RK Singh', 'Rahmanullah Gurbaz', 'VR Iyer', 'AD Russell', 'SN Thakur', 'SP Narine']",10
Kolkata Knight Riders_vs_Rajasthan Royals_2024-04-16,2024-04-16,"Eden Gardens, Kolkata","['SP Narine', 'JC Buttler', 'R Parag', 'A Raghuvanshi', 'R Powell', 'RK Singh', 'YBK Jaiswal', 'SS Iyer', 'SV Samson', 'AD Russell', 'PD Salt']","['JC Buttler', 'SP Narine', 'SV Samson', 'PD Salt', 'R Parag', 'YBK Jaiswal', 'SS Iyer', 'A Raghuvanshi', 'AD Russell', 'RK Singh', 'R Powell']",11
Kolkata Knight Riders_vs_Royal Challengers Bangalore_2023-04-06,2023-04-06,"Eden Gardens, Kolkata","['SN Thakur', 'Rahmanullah Gurbaz', 'RK Singh', 'F du Plessis', 'Akash Deep', 'DJ Willey', 'V Kohli', 'MG Bracewell', 'KD Karthik', 'UT Yadav', 'GJ Maxwell']","['Rahmanullah Gurbaz', 'V Kohli', 'RK Singh', 'N Rana', 'SN Thakur', 'MG Bracewell', 'DJ Willey', 'AD Russell', 'VR Iyer', 'Akash Deep', 'KD Karthik']",8
Kolkata Knight Riders_vs_Royal Challengers Bangalore_2023-04-26,2023-04-26,"M Chinnaswamy Stadium, Bengaluru","['JJ Roy', 'V Kohli', 'N Rana', 'MK Lomror', 'VR Iyer', 'N Jagadeesan', 'RK Singh', 'F du Plessis', 'KD Karthik', 'D Wiese', 'Vijaykumar Vyshak']","['JJ Roy', 'N Rana', 'VR Iyer', 'F du Plessis', 'V Kohli', 'GJ Maxwell', 'N Jagadeesan', 'RK Singh', 'MK Lomror', 'KD Karthik', 'D Wiese']",10
Kolkata Knight Riders_vs_Royal Challengers Bengaluru_2024-04-21,2024-04-21,"Eden Gardens, Kolkata","['WG Jacks', 'RM Patidar', 'SS Iyer', 'PD Salt', 'Ramandeep Singh', 'AD Russell', 'KD Karthik', 'KV Sharma', 'RK Singh', 'V Kohli', 'SS Prabhudessai']","['RM Patidar', 'PD Salt', 'WG Jacks', 'SP Narine', 'V Kohli', 'KD Karthik', 'AD Russell', 'SS Iyer', 'A Raghuvanshi', 'RK Singh', 'SS Prabhudessai']",9
Kolkata Knight Riders_vs_Royal Challengers Bengaluru_2025-03-22,2025-03-22,"Eden Gardens, Kolkata","['AM Rahane', 'PD Salt', 'V Kohli', 'SP Narine', 'RM Patidar', 'A Raghuvanshi', 'LS Livingstone', 'RK Singh', 'D Padikkal', 'Ramandeep Singh', 'VR Iyer']","['RM Patidar', 'V Kohli', 'PD Salt', 'AM Rahane', 'SP Narine', 'VR Iyer', 'A Raghuvanshi', 'RK Singh', 'AD Russell', 'Ramandeep Singh', 'LS Livingstone']",10
Kolkata Knight Riders_vs_Sunrisers Hyderabad_2024-03-23,2024-03-23,"Eden Gardens, Kolkata","['AD Russell', 'H Klaasen', 'PD Salt', 'Ramandeep Singh', 'Abhishek Sharma', 'MA Agarwal', 'RK Singh', 'Shahbaz Ahmed', 'AK Markram', 'RA Tripathi', 'Abdul Samad']","['H Klaasen', 'RK Singh', 'PD Salt', 'MA Agarwal', 'AK Markram', 'N Rana', 'AD Russell', 'Abhishek Sharma', 'VR Iyer', 'Ramandeep Singh', 'SS Iyer']",8
Kolkata Knight Riders_vs_Sunrisers Hyderabad_2025-04-03,2025-04-03,"Eden Gardens, Kolkata","['VR Iyer', 'A Raghuvanshi', 'AM Rahane', 'RK Singh', 'H Klaasen', 'PHKD Mendis', 'Nithish Kumar Reddy', 'PJ Cummins', 'SP Narine', 'Aniket Verma', 'TM Head']","['AM Rahane', 'VR Iyer', 'PHKD Mendis', 'H Klaasen', 'A Raghuvanshi', 'RK Singh', 'SP Narine', 'Ishan Kishan', 'Nithish Kumar Reddy', 'AD Russell', 'PJ Cummins']",9
Kolkata Knight Riders_vs_Sunrisers Hyderabad_2023-05-04,2023-05-04,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['N Rana', 'RK Singh', 'H Klaasen', 'AK Markram', 'AD Russell', 'RA Tripathi', 'MA Agarwal', 'Abdul Samad', 'JJ Roy', 'AS Roy', 'Abhishek Sharma']","['RK Singh', 'H Klaasen', 'JJ Roy', 'MA Agarwal', 'Abhishek Sharma', 'Abdul Samad', 'N Rana', 'AD Russell', 'AK Markram', 'RA Tripathi', 'AS Roy']",11
Lucknow Super Giants_vs_Chennai Super Kings_2023-05-03,2023-05-03,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['A Badoni', 'N Pooran', 'KR Mayers', 'M Vohra', 'KS Sharma', 'MP Stoinis', 'K Gowtham', 'KH Pandya']","['MP Stoinis', 'A Badoni', 'KR Mayers', 'N Pooran', 'KH Pandya', 'K Gowtham', 'M Vohra', 'KS Sharma']",8
Lucknow Super Giants_vs_Chennai Super Kings_2025-04-14,2025-04-14,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['RR Pant', 'S Dube', 'R Ravindra', 'MS Dhoni', 'MR Marsh', 'SK Rasheed', 'Abdul Samad', 'A Badoni', 'N Pooran', 'RA Tripathi', 'V Shankar']","['AK Markram', 'MR Marsh', 'N Pooran', 'A Badoni', 'SK Rasheed', 'S Dube', 'MS Dhoni', 'RA Jadeja', 'RR Pant', 'Abdul Samad', 'V Shankar']",9
Lucknow Super Giants_vs_Delhi Capitals_2023-04-01,2023-04-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['KR Mayers', 'DA Warner', 'N Pooran', 'RR Rossouw', 'A Badoni', 'AR Patel', 'KH Pandya', 'DJ Hooda', 'MP Stoinis', 'PP Shaw', 'K Gowtham']","['KR Mayers', 'KL Rahul', 'MR Marsh', 'DA Warner', 'MP Stoinis', 'DJ Hooda', 'AR Patel', 'RR Rossouw', 'N Pooran', 'PP Shaw', 'KH Pandya']",9
Lucknow Super Giants_vs_Delhi Capitals_2024-04-12,2024-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['J Fraser-McGurk', 'A Badoni', 'RR Pant', 'KL Rahul', 'PP Shaw', 'Q de Kock', 'Arshad Khan', 'T Stubbs', 'SD Hope', 'DJ Hooda', 'DA Warner']","['J Fraser-McGurk', 'KL Rahul', 'RR Pant', 'Q de Kock', 'PP Shaw', 'MP Stoinis', 'DA Warner', 'N Pooran', 'T Stubbs', 'A Badoni', 'Arshad Khan']",9
Lucknow Super Giants_vs_Delhi Capitals_2025-03-24,2025-03-24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","['N Pooran', 'MR Marsh', 'Ashutosh Sharma', 'V Nigam', 'T Stubbs', 'F du Plessis', 'DA Miller', 'AR Patel', 'AK Markram', 'Shahbaz Ahmed', 'Kuldeep Yadav']","['N Pooran', 'Ashutosh Sharma', 'V Nigam', 'DA Miller', 'MR Marsh', 'F du Plessis', 'T Stubbs', 'RR Pant', 'J Fraser-McGurk', 'AR Patel', 'AK Markram']",9
Lucknow Super Giants_vs_Gujarat Titans_2024-04-07,2024-04-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['MP Stoinis', 'N Pooran', 'KL Rahul', 'R Tewatia', 'B Sai Sudharsan', 'A Badoni', 'Shubman Gill', 'V Shankar', 'DG Nalkande', 'D Padikkal', 'Q de Kock']","['B Sai Sudharsan', 'Shubman Gill', 'Q de Kock', 'MP Stoinis', 'KL Rahul', 'N Pooran', 'KH Pandya', 'R Tewatia', 'V Shankar', 'DG Nalkande', 'A Badoni']",10
Lucknow Super Giants_vs_Kolkata Knight Riders_2023-05-20,2023-05-20,"Eden Gardens, Kolkata","['RK Singh', 'N Pooran', 'JJ Roy', 'VR Iyer', 'PN Mankad', 'Q de Kock', 'A Badoni', 'K Gowtham', 'KH Pandya', 'N Rana', 'AD Russell']","['N Pooran', 'RK Singh', 'A Badoni', 'N Rana', 'PN Mankad', 'JJ Roy', 'VR Iyer', 'AD Russell', 'K Gowtham', 'Q de Kock', 'Rahmanullah Gurbaz']",10
Lucknow Super Giants_vs_Kolkata Knight Riders_2024-04-14,2024-04-14,"Eden Gardens, Kolkata","['PD Salt', 'N Pooran', 'KL Rahul', 'SS Iyer', 'A Badoni', 'MP Stoinis', 'Q de Kock', 'A Raghuvanshi', 'DJ Hooda', 'KH Pandya', 'SP Narine']","['N Pooran', 'PD Salt', 'KL Rahul', 'SP Narine', 'A Badoni', 'A Raghuvanshi', 'SS Iyer', 'DJ Hooda', 'Q de Kock', 'MP Stoinis', 'KH Pandya']",11
Lucknow Super Giants_vs_Kolkata Knight Riders_2025-04-08,2025-04-08,"Eden Gardens, Kolkata","['N Pooran', 'MR Marsh', 'AM Rahane', 'AK Markram', 'RK Singh', 'VR Iyer', 'SP Narine', 'Q de Kock', 'Harshit Rana', 'AD Russell', 'Abdul Samad']","['MR Marsh', 'N Pooran', 'AM Rahane', 'RK Singh', 'AK Markram', 'VR Iyer', 'A Raghuvanshi', 'DA Miller', 'SP Narine', 'Ramandeep Singh', 'Abdul Samad']",8
Lucknow Super Giants_vs_Mumbai Indians_2023-05-16,2023-05-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['MP Stoinis', 'Ishan Kishan', 'KH Pandya', 'RG Sharma', 'TH David', 'Q de Kock', 'N Wadhera', 'N Pooran', 'SA Yadav', 'C Green', 'DJ Hooda']","['Ishan Kishan', 'SA Yadav', 'Q de Kock', 'N Wadhera', 'MP Stoinis', 'TH David', 'N Pooran', 'KH Pandya', 'RG Sharma', 'DJ Hooda', 'PN Mankad']",10
Lucknow Super Giants_vs_Mumbai Indians_2025-04-04,2025-04-04,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['SA Yadav', 'MR Marsh', 'AK Markram', 'Naman Dhir', 'HH Pandya', 'A Badoni', 'DA Miller', 'Tilak Varma', 'N Pooran', 'RD Rickelton', 'SN Thakur']","['Naman Dhir', 'SA Yadav', 'N Pooran', 'MR Marsh', 'AK Markram', 'A Badoni', 'HH Pandya', 'Tilak Varma', 'DA Miller', 'Abdul Samad', 'RD Rickelton']",10
Lucknow Super Giants_vs_Mumbai Indians_2024-05-17,2024-05-17,"Wankhede Stadium, Mumbai","['N Pooran', 'RG Sharma', 'Naman Dhir', 'KL Rahul', 'A Badoni', 'MP Stoinis', 'D Brevis', 'KH Pandya', 'HH Pandya', 'Ishan Kishan', 'DJ Hooda']","['SA Yadav', 'KL Rahul', 'N Pooran', 'DJ Hooda', 'RG Sharma', 'A Badoni', 'Ishan Kishan', 'MP Stoinis', 'R Shepherd', 'D Brevis', 'HH Pandya']",9
Lucknow Super Giants_vs_Punjab Kings_2023-04-15,2023-04-15,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['KL Rahul', 'Sikandar Raza', 'MW Short', 'KR Mayers', 'M Shahrukh Khan', 'Harpreet Singh', 'MP Stoinis', 'KH Pandya', 'SM Curran', 'A Badoni', 'Harpreet Brar']","['Sikandar Raza', 'MW Short', 'KL Rahul', 'KR Mayers', 'MP Stoinis', 'N Pooran', 'P Simran Singh', 'M Shahrukh Khan', 'A Badoni', 'Harpreet Singh', 'KH Pandya']",9
Lucknow Super Giants_vs_Punjab Kings_2024-03-30,2024-03-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['S Dhawan', 'Q de Kock', 'KH Pandya', 'N Pooran', 'JM Bairstow', 'LS Livingstone', 'P Simran Singh', 'MP Stoinis', 'KL Rahul', 'Shashank Singh', 'D Padikkal']","['S Dhawan', 'LS Livingstone', 'JM Bairstow', 'MP Stoinis', 'KL Rahul', 'P Simran Singh', 'Q de Kock', 'N Pooran', 'KH Pandya', 'A Badoni', 'Shashank Singh']",10
Lucknow Super Giants_vs_Punjab Kings_2025-04-01,2025-04-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['P Simran Singh', 'SS Iyer', 'N Wadhera', 'N Pooran', 'A Badoni', 'Abdul Samad', 'AK Markram', 'DA Miller', 'Priyansh Arya', 'SN Thakur', 'Avesh Khan']","['SS Iyer', 'P Simran Singh', 'N Pooran', 'N Wadhera', 'MR Marsh', 'A Badoni', 'DA Miller', 'Abdul Samad', 'AK Markram', 'RR Pant', 'Priyansh Arya']",9
Lucknow Super Giants_vs_Punjab Kings_2023-04-28,2023-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh","['MP Stoinis', 'Atharva Taide', 'KR Mayers', 'N Pooran', 'A Badoni', 'Sikandar Raza', 'JM Sharma', 'SM Curran', 'LS Livingstone', 'DJ Hooda', 'KL Rahul']","['MP Stoinis', 'KR Mayers', 'N Pooran', 'A Badoni', 'JM Sharma', 'S Dhawan', 'Sikandar Raza', 'Atharva Taide', 'SM Curran', 'LS Livingstone', 'P Simran Singh']",9
Lucknow Super Giants_vs_Rajasthan Royals_2024-04-27,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['SV Samson', 'KL Rahul', 'Dhruv Jurel', 'DJ Hooda', 'JC Buttler', 'YBK Jaiswal', 'A Badoni', 'KH Pandya', 'R Parag', 'N Pooran', 'Q de Kock']","['SV Samson', 'KL Rahul', 'JC Buttler', 'Dhruv Jurel', 'YBK Jaiswal', 'MP Stoinis', 'A Badoni', 'R Parag', 'N Pooran', 'Q de Kock', 'DJ Hooda']",10
Lucknow Super Giants_vs_Rajasthan Royals_2023-04-19,2023-04-19,"Sawai Mansingh Stadium, Jaipur","['KR Mayers', 'YBK Jaiswal', 'KL Rahul', 'JC Buttler', 'N Pooran', 'D Padikkal', 'MP Stoinis', 'R Parag', 'KH Pandya', 'R Ashwin', 'SV Samson']","['KL Rahul', 'N Pooran', 'KR Mayers', 'JC Buttler', 'YBK Jaiswal', 'SV Samson', 'MP Stoinis', 'R Parag', 'D Padikkal', 'SO Hetmyer', 'Dhruv Jurel']",9
Lucknow Super Giants_vs_Royal Challengers Bengaluru_2024-04-02,2024-04-02,"M Chinnaswamy Stadium, Bengaluru","['Q de Kock', 'N Pooran', 'MK Lomror', 'RM Patidar', 'MP Stoinis', 'V Kohli', 'KL Rahul', 'F du Plessis', 'Mohammed Siraj', 'C Green', 'Anuj Rawat']","['Q de Kock', 'V Kohli', 'N Pooran', 'MP Stoinis', 'KL Rahul', 'F du Plessis', 'RM Patidar', 'KD Karthik', 'Anuj Rawat', 'C Green', 'MK Lomror']",10
Lucknow Super Giants_vs_Sunrisers Hyderabad_2024-05-08,2024-05-08,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['TM Head', 'Abhishek Sharma', 'A Badoni', 'N Pooran', 'KL Rahul', 'KH Pandya', 'MP Stoinis', 'Q de Kock']","['TM Head', 'N Pooran', 'MP Stoinis', 'A Badoni', 'Abhishek Sharma', 'KL Rahul', 'KH Pandya', 'Q de Kock']",8
Mumbai Indians_vs_Chennai Super Kings_2023-05-06,2023-05-06,"MA Chidambaram Stadium, Chepauk, Chennai","['N Wadhera', 'DP Conway', 'RD Gaikwad', 'S Dube', 'SA Yadav', 'AM Rahane', 'T Stubbs', 'AT Rayudu', 'Ishan Kishan', 'C Green', 'JC Archer']","['DP Conway', 'SA Yadav', 'S Dube', 'N Wadhera', 'RD Gaikwad', 'C Green', 'AM Rahane', 'TH David', 'Ishan Kishan', 'MS Dhoni', 'RG Sharma']",8
Mumbai Indians_vs_Chennai Super Kings_2025-03-23,2025-03-23,"MA Chidambaram Stadium, Chepauk, Chennai","['R Ravindra', 'RD Gaikwad', 'DL Chahar', 'Tilak Varma', 'SA Yadav', 'RD Rickelton', 'Naman Dhir', 'RA Jadeja', 'WG Jacks', 'MJ Santner', 'S Dube']","['SA Yadav', 'RD Gaikwad', 'R Ravindra', 'RA Tripathi', 'Tilak Varma', 'Naman Dhir', 'RG Sharma', 'RA Jadeja', 'SM Curran', 'WG Jacks', 'RD Rickelton']",8
Mumbai Indians_vs_Chennai Super Kings_2023-04-08,2023-04-08,"Wankhede Stadium, Mumbai","['AM Rahane', 'RD Gaikwad', 'Ishan Kishan', 'TH David', 'S Dube', 'RG Sharma', 'Tilak Varma', 'AT Rayudu', 'HR Shokeen', 'C Green', 'PP Chawla']","['RD Gaikwad', 'TH David', 'Tilak Varma', 'SA Yadav', 'Ishan Kishan', 'AM Rahane', 'RG Sharma', 'HR Shokeen', 'AT Rayudu', 'S Dube', 'C Green']",10
Mumbai Indians_vs_Delhi Capitals_2025-04-13,2025-04-13,"Arun Jaitley Stadium, Delhi","['KK Nair', 'Tilak Varma', 'RD Rickelton', 'Naman Dhir', 'SA Yadav', 'Abishek Porel', 'RG Sharma', 'Ashutosh Sharma', 'V Nigam', 'KL Rahul', 'AR Patel']","['Tilak Varma', 'Naman Dhir', 'KK Nair', 'RD Rickelton', 'Abishek Porel', 'SA Yadav', 'KL Rahul', 'T Stubbs', 'AR Patel', 'HH Pandya', 'Ashutosh Sharma']",9
Mumbai Indians_vs_Delhi Capitals_2024-04-07,2024-04-07,"Wankhede Stadium, Mumbai","['T Stubbs', 'PP Shaw', 'RG Sharma', 'TH David', 'R Shepherd', 'Ishan Kishan', 'Abishek Porel', 'HH Pandya', 'DA Warner', 'AR Patel', 'Tilak Varma']","['PP Shaw', 'SA Yadav', 'Abishek Porel', 'Tilak Varma', 'HH Pandya', 'TH David', 'RR Pant', 'RG Sharma', 'T Stubbs', 'DA Warner', 'Ishan Kishan']",9
Mumbai Indians_vs_Gujarat Titans_2023-05-12,2023-05-12,"Wankhede Stadium, Mumbai","['SA Yadav', 'Rashid Khan', 'DA Miller', 'V Shankar', 'Ishan Kishan', 'Vishnu Vinod', 'RG Sharma', 'N Wadhera', 'R Tewatia', 'AS Joseph', 'Shubman Gill']","['SA Yadav', 'Rashid Khan', 'WP Saha', 'Ishan Kishan', 'HH Pandya', 'DA Miller', 'Vishnu Vinod', 'V Shankar', 'N Wadhera', 'TH David', 'C Green']",7
Mumbai Indians_vs_Lucknow Super Giants_2024-04-30,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['MP Stoinis', 'N Wadhera', 'TH David', 'Ishan Kishan', 'KL Rahul', 'DJ Hooda', 'N Pooran', 'SA Yadav', 'A Badoni', 'Tilak Varma', 'RG Sharma']","['KL Rahul', 'MP Stoinis', 'TH David', 'N Wadhera', 'A Badoni', 'Ishan Kishan', 'Tilak Varma', 'SA Yadav', 'HH Pandya', 'N Pooran', 'RG Sharma']",10
Mumbai Indians_vs_Lucknow Super Giants_2023-05-24,2023-05-24,"MA Chidambaram Stadium, Chepauk, Chennai","['C Green', 'MP Stoinis', 'SA Yadav', 'N Wadhera', 'Tilak Varma', 'KR Mayers', 'DJ Hooda', 'Ishan Kishan', 'TH David', 'RG Sharma', 'KH Pandya']","['MP Stoinis', 'SA Yadav', 'N Wadhera', 'RG Sharma', 'C Green', 'N Pooran', 'Ishan Kishan', 'KR Mayers', 'Tilak Varma', 'A Badoni', 'K Gowtham']",8
Mumbai Indians_vs_Punjab Kings_2024-04-18,2024-04-18,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['SA Yadav', 'Ashutosh Sharma', 'Shashank Singh', 'Tilak Varma', 'RG Sharma', 'Harpreet Brar', 'TH David', 'HH Pandya', 'Harpreet Singh', 'K Rabada', 'JM Sharma']","['SA Yadav', 'RG Sharma', 'Ashutosh Sharma', 'Shashank Singh', 'Tilak Varma', 'TH David', 'LS Livingstone', 'JM Sharma', 'Harpreet Singh', 'SM Curran', 'HH Pandya']",9
Mumbai Indians_vs_Rajasthan Royals_2024-04-22,2024-04-22,"Sawai Mansingh Stadium, Jaipur","['YBK Jaiswal', 'Tilak Varma', 'N Wadhera', 'SV Samson', 'JC Buttler', 'Mohammad Nabi', 'SA Yadav', 'HH Pandya', 'RG Sharma', 'JJ Bumrah', 'PP Chawla']","['Tilak Varma', 'JC Buttler', 'SV Samson', 'YBK Jaiswal', 'N Wadhera', 'HH Pandya', 'Mohammad Nabi', 'RG Sharma', 'SA Yadav', 'TH David', 'JJ Bumrah']",10
Mumbai Indians_vs_Rajasthan Royals_2024-04-01,2024-04-01,"Wankhede Stadium, Mumbai","['R Parag', 'HH Pandya', 'Tilak Varma', 'Ishan Kishan', 'R Ashwin', 'YBK Jaiswal', 'TH David', 'SV Samson', 'JC Buttler', 'SB Dubey', 'JJ Bumrah']","['Tilak Varma', 'R Parag', 'YBK Jaiswal', 'HH Pandya', 'SV Samson', 'RG Sharma', 'TH David', 'Ishan Kishan', 'Naman Dhir', 'R Ashwin', 'D Brevis']",8
Mumbai Indians_vs_Royal Challengers Bangalore_2023-04-02,2023-04-02,"M Chinnaswamy Stadium, Bengaluru","['Tilak Varma', 'V Kohli', 'F du Plessis', 'N Wadhera', 'GJ Maxwell', 'Arshad Khan', 'SA Yadav', 'Ishan Kishan', 'C Green', 'HR Shokeen', 'TH David']","['Tilak Varma', 'V Kohli', 'TH David', 'F du Plessis', 'GJ Maxwell', 'N Wadhera', 'Arshad Khan', 'SA Yadav', 'KD Karthik', 'Ishan Kishan', 'C Green']",10
Mumbai Indians_vs_Sunrisers Hyderabad_2023-04-18,2023-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['C Green', 'MA Agarwal', 'Tilak Varma', 'H Klaasen', 'Ishan Kishan', 'RG Sharma', 'AK Markram', 'TH David', 'M Jansen', 'Washington Sundar', 'Abdul Samad']","['Tilak Varma', 'Ishan Kishan', 'C Green', 'MA Agarwal', 'RG Sharma', 'AK Markram', 'RA Tripathi', 'TH David', 'H Klaasen', 'Abhishek Sharma', 'Washington Sundar']",9
Punjab Kings_vs_Chennai Super Kings_2025-04-08,2025-04-08,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['Priyansh Arya', 'DP Conway', 'Shashank Singh', 'S Dube', 'M Jansen', 'R Ravindra', 'MS Dhoni', 'RA Jadeja', 'N Wadhera', 'SS Iyer', 'MP Stoinis']","['DP Conway', 'Priyansh Arya', 'S Dube', 'R Ravindra', 'N Wadhera', 'MS Dhoni', 'Shashank Singh', 'P Simran Singh', 'M Jansen', 'SS Iyer', 'RA Jadeja']",10
Punjab Kings_vs_Delhi Capitals_2023-05-13,2023-05-13,"Arun Jaitley Stadium, Delhi","['P Simran Singh', 'DA Warner', 'PD Salt', 'SM Curran', 'Aman Hakim Khan', 'P Dubey', 'Sikandar Raza', 'S Dhawan', 'Kuldeep Yadav', 'Mukesh Kumar', 'JM Sharma']","['P Simran Singh', 'PD Salt', 'SM Curran', 'MR Marsh', 'DA Warner', 'AR Patel', 'Sikandar Raza', 'P Dubey', 'MK Pandey', 'RR Rossouw', 'JM Sharma']",7
